BuildingType,PrimaryPropertyType,ZipCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),TotalGHGEmissions,ListOfAllPropertyUseTypes_list
NonResidential,Warehouse,98108,GREATER DUWAMISH,1978,1,1,0,22176,Non-Refrigerated Warehouse,33,736429,137469,598959,33,['Non-Refrigerated Warehouse']
NonResidential,Warehouse,98108,GREATER DUWAMISH,1978,1,1,0,31300,Non-Refrigerated Warehouse,12,362874,220913,141961,9,['Non-Refrigerated Warehouse']
NonResidential,Warehouse,98108,GREATER DUWAMISH,1979,1,1,0,22000,"Non-Refrigerated Warehouse, Parking",32,700628,700628,0,5,"['Non-Refrigerated Warehouse', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98125,NORTH,1974,1,3,0,39927,"Office, Parking",90,3568420,3568419,0,25,"['Office', 'Parking']"
NonResidential,Other,98115,NORTH,1979,1,1,0,30610,"Office, Other - Recreation",140,4294550,1999987,2294563,136,"['Office', 'Other - Recreation']"
NonResidential,Medical Office,98115,NORTH,1980,1,2,6350,20580,Medical Office,37,1002995,1002995,0,7,['Medical Office']
NonResidential,Medical Office,98115,NORTH,1968,1,2,0,38745,"Medical Office, Parking",44,2890379,2251578,638800,50,"['Medical Office', 'Parking']"
NonResidential,Self-Storage Facility,98105,NORTHEAST,1959,1,2,0,20296,Self-Storage Facility,42,855665,855665,0,6,['Self-Storage Facility']
NonResidential,Mixed Use Property,98105,NORTHEAST,1945,1,2,0,22135,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",55,1261634,858099,403535,27,"['Medical Office', 'Non-Refrigerated Warehouse', 'Office', 'Retail Store']"
NonResidential,Medical Office,98105,NORTHEAST,1967,1,3,0,38378,"Medical Office, Parking",47,1645605,729620,915985,54,"['Medical Office', 'Parking']"
NonResidential,Warehouse,98105,NORTHEAST,1980,1,2,0,33576,Non-Refrigerated Warehouse,38,1275232,390124,885108,50,['Non-Refrigerated Warehouse']
NonResidential,Supermarket / Grocery Store,98105,NORTHEAST,1975,1,1,0,33005,"Parking, Supermarket/Grocery Store",304,10642754,7359683,3283070,226,"['Parking', 'Supermarket/Grocery Store']"
NonResidential,Other,98104,EAST,1981,1,1,0,20971,"Bank Branch, Medical Office, Parking, Retail Store",33,729397,729397,0,5,"['Bank Branch', 'Medical Office', 'Parking', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98199,MAGNOLIA / QUEEN ANNE,1927,1,3,0,23910,"Office, Retail Store",36,873577,678167,195410,15,"['Office', 'Retail Store']"
NonResidential,Worship Facility,98107,BALLARD,1910,1,2,0,21765,Worship Facility,20,431390,119922,311468,17,['Worship Facility']
NonResidential,Worship Facility,98122,CENTRAL,1901,1,2,0,26560,Worship Facility,66,1751484,609983,1141501,65,['Worship Facility']
NonResidential,Warehouse,98103,LAKE UNION,1957,1,2,0,20140,Non-Refrigerated Warehouse,6,116487,116487,0,1,['Non-Refrigerated Warehouse']
NonResidential,Retail Store,98118,GREATER DUWAMISH,1992,1,2,0,38845,"Parking, Retail Store",178,6917280,3290526,3626753,216,"['Parking', 'Retail Store']"
NonResidential,Supermarket / Grocery Store,98118,GREATER DUWAMISH,1953,1,1,0,26092,"Parking, Supermarket/Grocery Store",294,7619445,5004995,2614450,174,"['Parking', 'Supermarket/Grocery Store']"
SPS-District K-12,K-12 School,98125,NORTH,1955,1,1,0,38582,K-12 School,46,1848878,729477,1119402,65,['K-12 School']
NonResidential,Small- and Mid-Sized Office,98108,GREATER DUWAMISH,1967,1,1,0,25500,Office,48,1213870,198748,1015122,55,['Office']
NonResidential,Warehouse,98108,GREATER DUWAMISH,1961,1,1,0,41895,"Non-Refrigerated Warehouse, Office",31,1242312,886222,356089,25,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Retail Store,98108,GREATER DUWAMISH,1958,1,2,0,56193,Retail Store,44,2497943,1858950,638992,47,['Retail Store']
NonResidential,K-12 School,98107,BALLARD,1922,1,3,0,35448,K-12 School,39,1379932,280549,1099383,60,['K-12 School']
NonResidential,Supermarket / Grocery Store,98107,BALLARD,1966,1,1,0,29214,Supermarket/Grocery Store,320,9336239,6227281,3108958,209,['Supermarket/Grocery Store']
NonResidential,Supermarket / Grocery Store,98107,BALLARD,2000,1,1,43035,46068,"Parking, Supermarket/Grocery Store",298,14029480,7808020,6221459,385,"['Parking', 'Supermarket/Grocery Store']"
NonResidential,Other,98125,BALLARD,1961,1,1,0,32000,"Office, Other - Recreation",38,1331122,548631,782491,45,"['Office', 'Other - Recreation']"
NonResidential,Mixed Use Property,98107,BALLARD,1910,1,2,0,31140,"Non-Refrigerated Warehouse, Other, Retail Store",30,935580,234613,700967,39,"['Non-Refrigerated Warehouse', 'Other', 'Retail Store']"
NonResidential,Warehouse,98107,BALLARD,1975,1,3,0,41478,"Non-Refrigerated Warehouse, Office",73,3035962,1799383,1236579,78,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Warehouse,98107,BALLARD,1980,1,1,0,39840,Non-Refrigerated Warehouse,19,752104,752104,0,5,['Non-Refrigerated Warehouse']
Nonresidential COS,Other,98107,BALLARD,2004,1,1,15576,15000,"Library, Other - Services",85,1533246,930038,603208,39,"['Library', 'Other - Services']"
NonResidential,Other,98107,BALLARD,1924,1,2,0,21528,Social/Meeting Hall,14,306911,209914,96997,7,['Social/Meeting Hall']
NonResidential,Other,98107,BALLARD,1928,1,2,0,30000,"Parking, Strip Mall",42,1094941,975561,119380,13,"['Parking', 'Strip Mall']"
NonResidential,Other,98107,BALLARD,1942,1,2,0,30087,Other,173,5274642,5274641,0,37,['Other']
NonResidential,Worship Facility,98107,BALLARD,1975,1,1,0,40445,Worship Facility,19,786254,271219,515035,29,['Worship Facility']
NonResidential,Retail Store,98107,BALLARD,1996,1,1,0,23500,Retail Store,48,1137968,1021883,116084,13,['Retail Store']
NonResidential,Retail Store,98134,BALLARD,1967,1,1,0,22420,Retail Store,61,1404254,927422,476832,32,['Retail Store']
NonResidential,Supermarket / Grocery Store,98119,MAGNOLIA / QUEEN ANNE,1961,1,1,0,25842,Supermarket/Grocery Store,328,8518313,4656997,3861316,238,['Supermarket/Grocery Store']
NonResidential,Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1992,1,3,0,26389,"Fitness Center/Health Club/Gym, Office",46,1208035,1208035,0,8,"['Fitness Center/Health Club/Gym', 'Office']"
NonResidential,Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1982,1,3,0,25859,"Office, Parking",33,858781,665707,193073,15,"['Office', 'Parking']"
NonResidential,Warehouse,98199,MAGNOLIA / QUEEN ANNE,1974,1,1,0,25600,"Non-Refrigerated Warehouse, Office",68,1730601,1249609,480992,34,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Other,98199,MAGNOLIA / QUEEN ANNE,1965,1,1,0,23169,Manufacturing/Industrial Plant,22,222256,222256,0,2,['Manufacturing/Industrial Plant']
NonResidential,Small- and Mid-Sized Office,98199,MAGNOLIA / QUEEN ANNE,2008,1,4,8399,33385,"Office, Parking",39,1294615,1294615,0,9,"['Office', 'Parking']"
NonResidential,Warehouse,98199,MAGNOLIA / QUEEN ANNE,1960,1,1,0,56884,Non-Refrigerated Warehouse,24,1388345,785464,602881,37,['Non-Refrigerated Warehouse']
NonResidential,Retail Store,98117,BALLARD,1989,1,1,0,32810,Retail Store,62,2017968,1316268,701700,46,['Retail Store']
NonResidential,Self-Storage Facility,98119,MAGNOLIA / QUEEN ANNE,1980,1,3,0,30989,Self-Storage Facility,3,97690,97690,0,1,['Self-Storage Facility']
NonResidential,Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1961,1,2,0,20022,Office,32,657386,657386,0,5,['Office']
NonResidential,Distribution Center,98119,MAGNOLIA / QUEEN ANNE,1960,1,2,0,36498,"Distribution Center, Non-Refrigerated Warehouse",15,520012,277628,242384,15,"['Distribution Center', 'Non-Refrigerated Warehouse']"
NonResidential,Distribution Center,98199,MAGNOLIA / QUEEN ANNE,1968,1,1,0,35946,"Distribution Center, Office",13,469500,300259,169240,11,"['Distribution Center', 'Office']"
NonResidential,Small- and Mid-Sized Office,98199,MAGNOLIA / QUEEN ANNE,2007,1,4,5680,24472,"Office, Parking",34,845044,844068,976,6,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98199,MAGNOLIA / QUEEN ANNE,1979,1,4,0,22365,Office,34,727386,727386,0,5,['Office']
NonResidential,Small- and Mid-Sized Office,98199,MAGNOLIA / QUEEN ANNE,1994,1,4,0,30172,Office,30,904060,904060,0,6,['Office']
NonResidential,Warehouse,98107,BALLARD,1927,1,4,0,42500,"Non-Refrigerated Warehouse, Retail Store",5,241479,241478,0,2,"['Non-Refrigerated Warehouse', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98107,BALLARD,1901,1,4,0,23032,"Office, Restaurant, Retail Store",53,1121538,1121537,0,8,"['Office', 'Restaurant', 'Retail Store']"
NonResidential,Other,98107,BALLARD,1900,1,3,4914,40836,"Other, Parking",169,7240274,1749609,5490664,304,"['Other', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98107,BALLARD,1968,1,2,0,23500,Office,72,1686405,1192984,493421,35,['Office']
NonResidential,Small- and Mid-Sized Office,98107,BALLARD,1966,1,1,0,22282,Office,26,579888,306298,273590,17,['Office']
NonResidential,Self-Storage Facility,98107,BALLARD,1902,1,2,0,24000,Self-Storage Facility,21,502899,201999,300900,17,['Self-Storage Facility']
NonResidential,Mixed Use Property,98107,BALLARD,1909,1,3,0,27085,"Multifamily Housing, Office, Other, Strip Mall",74,1995132,981638,1013494,61,"['Multifamily Housing', 'Office', 'Other', 'Strip Mall']"
Nonresidential COS,Other,98125,NORTH,1996,1,2,0,29258,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",234,8086944,2608582,5478361,309,"['Fitness Center/Health Club/Gym', 'Other - Recreation', 'Swimming Pool']"
NonResidential,Small- and Mid-Sized Office,98125,NORTH,1931,1,2,0,37500,Office,60,2235766,1614256,621509,44,['Office']
NonResidential,K-12 School,98125,NORTHWEST,1930,1,3,0,23983,K-12 School,48,1164365,618998,545367,33,['K-12 School']
NonResidential,Distribution Center,98106,DELRIDGE,1980,1,1,0,24100,"Distribution Center, Non-Refrigerated Warehouse",34,809871,271509,538362,30,"['Distribution Center', 'Non-Refrigerated Warehouse']"
NonResidential,Worship Facility,98126,SOUTHWEST,1971,1,1,0,23772,Worship Facility,4,100842,100842,0,1,['Worship Facility']
NonResidential,K-12 School,98105,NORTHEAST,2004,3,2,0,31343,K-12 School,75,3846501,1639135,2207366,129,['K-12 School']
NonResidential,Mixed Use Property,98103,NORTHWEST,1996,1,3,22850,33062,"Office, Parking, Retail Store",74,2450443,2450443,0,17,"['Office', 'Parking', 'Retail Store']"
NonResidential,Other,98199,MAGNOLIA / QUEEN ANNE,1957,1,2,0,20294,"Office, Other",86,1735996,536408,1199588,67,"['Office', 'Other']"
NonResidential,Small- and Mid-Sized Office,98199,MAGNOLIA / QUEEN ANNE,1983,1,4,10849,29722,Office,54,1286817,1286817,0,9,['Office']
NonResidential,Small- and Mid-Sized Office,98199,MAGNOLIA / QUEEN ANNE,1983,1,4,15659,26048,"Office, Parking",42,1755788,1755788,0,12,"['Office', 'Parking']"
NonResidential,Mixed Use Property,98119,MAGNOLIA / QUEEN ANNE,1960,1,2,0,57644,"Non-Refrigerated Warehouse, Office, Other - Services",40,2189735,1591510,598225,43,"['Non-Refrigerated Warehouse', 'Office', 'Other - Services']"
NonResidential,Warehouse,98119,MAGNOLIA / QUEEN ANNE,1955,1,2,0,39497,"Non-Refrigerated Warehouse, Office",43,1700057,1344071,355986,28,"['Non-Refrigerated Warehouse', 'Office']"
Nonresidential COS,Other,98112,EAST,1932,1,1,0,33087,Other - Entertainment/Public Assembly,66,3548858,1443141,2105717,122,['Other - Entertainment/Public Assembly']
NonResidential,Small- and Mid-Sized Office,98133,NORTHWEST,1982,1,2,0,27574,Office,44,1211349,1211349,0,8,['Office']
NonResidential,Retail Store,98125,NORTH,1965,1,1,0,24982,Retail Store,13,335245,335245,0,2,['Retail Store']
NonResidential,Senior Care Community,98125,NORTH,1998,1,5,0,43661,"Parking, Senior Care Community",90,3936422,2741695,1194726,83,"['Parking', 'Senior Care Community']"
NonResidential,Small- and Mid-Sized Office,98133,NORTHWEST,1987,1,3,27307,48798,Office,32,2472350,2472350,0,17,['Office']
NonResidential,Mixed Use Property,98125,NORTH,1952,1,2,0,32009,"Non-Refrigerated Warehouse, Office, Retail Store",54,1998725,1340993,657732,44,"['Non-Refrigerated Warehouse', 'Office', 'Retail Store']"
NonResidential,Retail Store,98125,NORTH,1966,1,1,0,41615,Retail Store,46,1900006,1900006,0,13,['Retail Store']
NonResidential,Medical Office,98125,NORTH,1988,1,3,0,28841,Medical Office,51,1459200,955324,503875,33,['Medical Office']
NonResidential,Self-Storage Facility,98125,NORTH,1977,2,2,0,33344,"Office, Parking, Self-Storage Facility",4,123767,123767,0,1,"['Office', 'Parking', 'Self-Storage Facility']"
Nonresidential COS,Other,98125,NORTH,2005,2,1,0,30498,Other - Recreation,80,2436063,1066226,1369837,80,['Other - Recreation']
NonResidential,K-12 School,98106,DELRIDGE,1924,1,2,0,42975,K-12 School,45,959352,173165,786187,43,['K-12 School']
NonResidential,Other,98108,DELRIDGE,1963,1,1,0,23260,"Office, Repair Services (Vehicle, Shoe, Locksmith, etc)",69,1612106,719779,892327,52,"['Office', 'Repair Services (Vehicle', 'Shoe', 'Locksmith', 'etc)']"
NonResidential,Small- and Mid-Sized Office,98106,DELRIDGE,1988,1,2,0,30659,"Data Center, Non-Refrigerated Warehouse, Office",72,2619088,1804388,814700,56,"['Data Center', 'Non-Refrigerated Warehouse', 'Office']"
NonResidential,Other,98109,MAGNOLIA / QUEEN ANNE,1920,1,2,0,27144,Other,37,1012024,458796,553228,33,['Other']
NonResidential,Medical Office,98133,NORTHWEST,1979,1,2,0,34759,"Medical Office, Parking",37,1633105,1633105,0,11,"['Medical Office', 'Parking']"
NonResidential,Worship Facility,98133,NORTHWEST,1965,1,2,0,44719,"Medical Office, Office, Worship Facility",34,1614026,704681,909345,53,"['Medical Office', 'Office', 'Worship Facility']"
NonResidential,Supermarket / Grocery Store,98144,GREATER DUWAMISH,1965,1,1,0,21603,Supermarket/Grocery Store,270,5833800,3900058,1933742,130,['Supermarket/Grocery Store']
NonResidential,Distribution Center,98108,DELRIDGE,1979,1,1,0,42900,Distribution Center,10,436252,436253,0,3,['Distribution Center']
Campus,Other,98108,DELRIDGE,2005,5,1,0,57952,Adult Education,53,3091388,1474450,1616937,96,['Adult Education']
NonResidential,Other,98108,DELRIDGE,1971,1,1,0,26232,"Office, Other - Services",118,3094090,902081,2192009,123,"['Office', 'Other - Services']"
NonResidential,Warehouse,98144,DOWNTOWN,1956,1,2,0,25840,Non-Refrigerated Warehouse,12,313528,313528,0,2,['Non-Refrigerated Warehouse']
NonResidential,Small- and Mid-Sized Office,98144,DOWNTOWN,1988,1,1,0,45145,Office,29,1268459,514491,753968,44,['Office']
NonResidential,Small- and Mid-Sized Office,98144,DOWNTOWN,2001,1,5,22095,48237,"Office, Parking",45,1981115,1866104,115011,19,"['Office', 'Parking']"
SPS-District K-12,K-12 School,98108,GREATER DUWAMISH,1971,1,1,0,50546,K-12 School,22,1155080,1066312,88768,12,['K-12 School']
NonResidential,Supermarket / Grocery Store,98117,BALLARD,1994,1,1,0,45522,"Parking, Supermarket/Grocery Store",269,12250422,7019711,5230709,327,"['Parking', 'Supermarket/Grocery Store']"
NonResidential,Retail Store,98133,NORTHWEST,1979,1,2,0,20088,"Office, Parking, Retail Store",17,326779,326778,0,2,"['Office', 'Parking', 'Retail Store']"
Campus,Other,98134,GREATER DUWAMISH,1989,5,2,0,138907,Other,56,7837692,5130303,2707389,180,['Other']
NonResidential,Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1997,1,2,0,40657,"Office, Parking",70,2826828,2742404,84424,24,"['Office', 'Parking']"
NonResidential,Warehouse,98134,GREATER DUWAMISH,1900,1,1,0,20200,"Non-Refrigerated Warehouse, Office",13,269017,260808,8209,2,"['Non-Refrigerated Warehouse', 'Office']"
NonResidential,Residence Hall,98104,EAST,1904,1,1,0,44086,Residence Hall/Dormitory,83,3652709,1218944,513291,184,['Residence Hall/Dormitory']
NonResidential,Small- and Mid-Sized Office,98104,EAST,1970,1,7,20824,33548,"Office, Parking",26,1403820,1403820,0,10,"['Office', 'Parking']"
NonResidential,Other,98104,EAST,1951,1,1,0,47699,"Museum, Parking",309,14524386,5782654,111350,712,"['Museum', 'Parking']"
NonResidential,Medical Office,98104,EAST,1945,1,0,0,274568,"Medical Office, Parking",111,25311526,12015275,0,1110,"['Medical Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98122,EAST,1956,1,3,0,21282,Office,63,1245924,483381,0,62,['Office']
NonResidential,Other,98118,SOUTHEAST,1921,1,2,0,41022,Other,92,3787648,3787648,0,26,['Other']
NonResidential,Other,98106,DELRIDGE,1966,1,2,0,28109,Other,128,3612527,3326281,286245,38,['Other']
NonResidential,Small- and Mid-Sized Office,98125,NORTH,1985,1,3,12990,20590,"Office, Parking",20,409578,409579,0,3,"['Office', 'Parking']"
NonResidential,Warehouse,98165,NORTH,1977,1,1,0,21936,Non-Refrigerated Warehouse,5,113130,71827,41303,3,['Non-Refrigerated Warehouse']
NonResidential,Other,98125,NORTH,1969,1,1,0,30160,Other,35,1045838,244597,801241,44,['Other']
NonResidential,Mixed Use Property,98011,DOWNTOWN,1909,1,11,0,111137,"Bank Branch, Multifamily Housing, Office, Other, Retail Store",96,9546165,4602455,4943709,295,"['Bank Branch', 'Multifamily Housing', 'Office', 'Other', 'Retail Store']"
NonResidential,Other,98106,DELRIDGE,1997,1,1,0,40189,"Office, Other - Utility, Parking",40,1509292,921235,588057,38,"['Office', 'Other - Utility', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98103,DELRIDGE,1988,1,2,0,66484,"Non-Refrigerated Warehouse, Office, Retail Store",40,3046543,3046543,0,21,"['Non-Refrigerated Warehouse', 'Office', 'Retail Store']"
NonResidential,Small- and Mid-Sized Office,98122,EAST,1959,1,3,0,25151,Office,56,1356875,607890,0,62,['Office']
NonResidential,Hotel,98104,EAST,1928,1,6,0,35770,Hotel,74,2640980,605147,2035833,112,['Hotel']
NonResidential,Hotel,98101,EAST,1928,1,9,0,48006,Hotel,68,3239754,1533438,1706316,101,['Hotel']
NonResidential,Mixed Use Property,98104,DOWNTOWN,1960,1,2,0,29631,"Office, Restaurant, Supermarket/Grocery Store",151,5144392,2737254,2407137,147,"['Office', 'Restaurant', 'Supermarket/Grocery Store']"
NonResidential,Small- and Mid-Sized Office,98104,DOWNTOWN,1989,1,2,0,23472,"Office, Other, Retail Store",72,1625309,864104,761205,46,"['Office', 'Other', 'Retail Store']"
Nonresidential COS,Small- and Mid-Sized Office,98134,GREATER DUWAMISH,1973,1,2,0,21315,Office,137,2796425,820533,1975892,111,['Office']
NonResidential,Small- and Mid-Sized Office,98119,MAGNOLIA / QUEEN ANNE,1984,1,4,15812,41298,"Office, Parking",59,2190460,1994494,195966,24,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98121,DOWNTOWN,1979,1,3,0,34030,Office,51,1748630,1530330,218300,22,['Office']
NonResidential,Restaurant,98126,SOUTHWEST,1902,1,2,0,20398,"Office, Restaurant",457,9313513,3478554,5834959,334,"['Office', 'Restaurant']"
NonResidential,Distribution Center,98134,GREATER DUWAMISH,1952,1,1,0,41308,Distribution Center,40,1642472,1054767,587704,39,['Distribution Center']
NonResidential,Mixed Use Property,98104,DOWNTOWN,1913,1,3,0,43878,"Multifamily Housing, Non-Refrigerated Warehouse, Office, Retail Store",23,769771,769771,0,5,"['Multifamily Housing', 'Non-Refrigerated Warehouse', 'Office', 'Retail Store']"
NonResidential,Other,98119,MAGNOLIA / QUEEN ANNE,1912,1,3,0,34976,Performing Arts,25,873711,665472,208239,16,['Performing Arts']
NonResidential,Warehouse,98119,MAGNOLIA / QUEEN ANNE,1957,1,1,0,38255,Non-Refrigerated Warehouse,26,985402,401825,583577,34,['Non-Refrigerated Warehouse']
NonResidential,Small- and Mid-Sized Office,98103,LAKE UNION,1989,1,3,0,48924,"Office, Parking",73,2282551,1343373,939178,59,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98102,LAKE UNION,1959,1,4,18036,32297,Office,32,1602084,1602084,0,11,['Office']
NonResidential,Small- and Mid-Sized Office,98102,LAKE UNION,1986,1,4,21906,35526,"Office, Parking",74,2520483,2520483,0,18,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98102,LAKE UNION,1969,1,3,7956,17956,"Office, Parking",38,666740,666740,0,5,"['Office', 'Parking']"
NonResidential,Small- and Mid-Sized Office,98102,LAKE UNION,2000,1,3,21908,35224,"Office, Parking",59,1994968,1994967,0,14,"['Office', 'Parking']"
